player,value,nationality,position,club,birth_date,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,position_cleaned
Michael Gregoritsch,4950000.0,Austria,Second Striker,Augsburg,1994-04-18,26,32.0,28.0,2487.0,6.0,2.0,1.0,1.0,4.0,0.0,0.22,0.07,0.29,0.18,0.25,8.7,7.9,2.3,0.31,0.08,0.4,0.29,0.37,27.6,85.0,26.0,6.0,30.6,3.08,0.94,0.06,0.19,0.09,-2.7,-2.9,653.0,941.0,69.4,10831.0,2933.0,10.0,41.0,24.4,541.0,713.0,75.9,102.0,187.0,54.5,-0.3,27.0,67.0,26.0,4.0,96.0,903.0,38.0,10.0,2.0,210.0,23.0,16.0,3.0,0.0,0.0,0.0,584.0,187.0,170.0,598.0,188.0,100.0,6.0,14.0,8.0,28.0,17.0,34.0,62.0,2.24,46.0,1.0,2.0,10.0,3.0,5.0,0.18,4.0,0.0,0.0,1.0,0.0,0.0,30.0,20.0,6.0,18.0,6.0,5.0,42.0,11.9,37.0,533.0,119.0,22.3,71.0,274.0,188.0,40.0,17.0,1.0,23.0,18.0,46.0,0.0,1280.0,60.0,191.0,688.0,465.0,113.0,1239.0,16.0,29.0,55.2,17.0,1.0,780.0,3720.0,2033.0,1219.0,909.0,74.6,60.0,37.0,0.0,28.0,28.0,17.0,0.0,0.0,0.0,192.0,46.0,65.0,41.4,18/19,michael gregoritsch,michael,gregoritsch,m,Midfielder
Michael Gregoritsch,4950000.0,Austria,Second Striker,Augsburg,1994-04-18,26,32.0,30.0,2527.0,13.0,3.0,1.0,1.0,3.0,0.0,0.46,0.11,0.57,0.43,0.53,10.2,9.5,2.2,0.36,0.08,0.44,0.34,0.41,28.1,89.0,34.0,11.0,38.2,3.17,1.21,0.13,0.35,0.11,2.8,2.5,547.0,798.0,68.5,9166.0,2348.0,15.0,53.0,28.3,432.0,583.0,74.1,100.0,162.0,61.7,0.8,20.0,63.0,11.0,3.0,78.0,758.0,40.0,7.0,1.0,203.0,23.0,19.0,2.0,1.0,0.0,0.0,417.0,190.0,191.0,471.0,159.0,87.0,8.0,13.0,6.0,22.0,19.0,36.0,63.0,2.24,45.0,3.0,2.0,7.0,6.0,11.0,0.39,6.0,1.0,1.0,1.0,2.0,0.0,21.0,15.0,5.0,11.0,5.0,6.0,31.0,19.4,25.0,528.0,141.0,26.7,60.0,260.0,208.0,29.0,2.0,0.0,27.0,16.0,57.0,0.0,1144.0,56.0,149.0,609.0,453.0,123.0,1096.0,20.0,38.0,52.6,22.0,0.0,645.0,3435.0,1670.0,1164.0,776.0,66.7,46.0,47.0,0.0,22.0,35.0,11.0,2.0,0.0,0.0,180.0,80.0,92.0,46.5,17/18,michael gregoritsch,michael,gregoritsch,m,Midfielder
Nampalys Mendy,4950000.0,France,Defensive Midfield,Leicester City,1992-06-23,28,7.0,4.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03,3.2,1.0,1.0,0.0,100.0,0.31,0.31,0.0,0.0,0.02,0.0,0.0,194.0,212.0,91.5,3423.0,770.0,4.0,6.0,66.7,154.0,164.0,93.9,36.0,42.0,85.7,-0.1,3.0,22.0,1.0,0.0,11.0,211.0,1.0,1.0,0.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,172.0,21.0,19.0,20.0,187.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,8.0,2.47,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,1.0,1.0,2.0,50.0,1.0,42.0,14.0,33.3,22.0,18.0,2.0,5.0,1.0,0.0,4.0,6.0,7.0,0.0,246.0,5.0,51.0,170.0,35.0,1.0,245.0,2.0,3.0,66.7,2.0,0.0,191.0,838.0,338.0,193.0,187.0,96.9,3.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,83.3,19/20,nampalys mendy,nampalys,mendy,n,Midfielder
Nampalys Mendy,4950000.0,France,Defensive Midfield,Leicester City,1992-06-23,28,31.0,23.0,2092.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.01,0.01,0.0,0.01,23.2,3.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.03,-0.1,-0.1,969.0,1106.0,87.6,17004.0,3829.0,12.0,28.0,42.9,783.0,858.0,91.3,174.0,220.0,79.1,-0.2,6.0,95.0,5.0,3.0,80.0,1086.0,20.0,3.0,0.0,175.0,27.0,4.0,0.0,0.0,0.0,0.0,891.0,95.0,120.0,122.0,938.0,36.0,1.0,1.0,3.0,15.0,20.0,17.0,22.0,0.95,20.0,0.0,0.0,0.0,2.0,2.0,0.09,0.0,0.0,0.0,0.0,2.0,0.0,40.0,23.0,24.0,13.0,3.0,4.0,27.0,14.8,23.0,467.0,119.0,25.5,181.0,242.0,44.0,40.0,11.0,0.0,29.0,27.0,22.0,0.0,1318.0,57.0,319.0,872.0,200.0,6.0,1299.0,19.0,27.0,70.4,21.0,0.0,982.0,4890.0,2347.0,932.0,870.0,93.3,13.0,25.0,0.0,22.0,36.0,0.0,0.0,1.0,0.0,260.0,9.0,11.0,45.0,18/19,nampalys mendy,nampalys,mendy,n,Midfielder
Nampalys Mendy,4950000.0,France,Defensive Midfield,Nice,1992-06-23,28,14.0,11.0,964.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.3,0.01,0.03,0.03,0.01,0.03,10.7,1.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.06,-0.1,-0.1,671.0,734.0,91.4,12482.0,2833.0,12.0,17.0,70.6,518.0,556.0,93.2,141.0,161.0,87.6,0.7,3.0,70.0,1.0,0.0,57.0,731.0,3.0,3.0,0.0,122.0,17.0,3.0,0.0,0.0,0.0,0.0,645.0,24.0,65.0,66.0,645.0,21.0,0.0,1.0,1.0,7.0,7.0,6.0,12.0,1.12,12.0,0.0,0.0,0.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,7.0,6.0,0.0,6.0,17.0,35.3,11.0,139.0,42.0,30.2,62.0,63.0,14.0,11.0,1.0,0.0,10.0,13.0,6.0,0.0,810.0,25.0,205.0,568.0,91.0,0.0,809.0,2.0,5.0,40.0,2.0,0.0,625.0,3224.0,1527.0,676.0,651.0,96.3,4.0,7.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,76.0,1.0,1.0,50.0,17/18,nampalys mendy,nampalys,mendy,n,Midfielder
Nemanja Gudelj,4950000.0,Serbia,Defensive Midfield,Sevilla,1991-11-16,28,24.0,9.0,1216.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,13.5,7.0,1.0,1.0,14.3,0.52,0.07,0.0,0.0,0.04,-0.3,-0.3,614.0,678.0,90.6,11782.0,2334.0,11.0,20.0,55.0,458.0,487.0,94.0,145.0,171.0,84.8,-0.1,2.0,38.0,3.0,1.0,23.0,649.0,29.0,28.0,0.0,86.0,24.0,3.0,0.0,0.0,0.0,0.0,541.0,68.0,69.0,42.0,577.0,39.0,1.0,6.0,0.0,12.0,2.0,7.0,12.0,0.89,11.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,10.0,8.0,1.0,6.0,15.0,40.0,9.0,134.0,41.0,30.6,48.0,75.0,11.0,28.0,10.0,0.0,18.0,16.0,35.0,0.0,811.0,56.0,284.0,504.0,60.0,3.0,783.0,11.0,14.0,78.6,12.0,0.0,514.0,2880.0,1286.0,569.0,547.0,96.1,4.0,8.0,0.0,22.0,18.0,0.0,0.0,1.0,0.0,126.0,19.0,21.0,47.5,19/20,nemanja gudelj,nemanja,gudelj,n,Midfielder
Nicolas de Préville,4950000.0,France,Centre-Forward,Bordeaux,1991-01-08,29,2.0,2.0,140.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.42,0.42,0.0,0.42,1.6,1.0,1.0,0.0,100.0,0.64,0.64,0.0,0.0,0.0,0.0,0.0,23.0,34.0,67.6,387.0,125.0,1.0,2.0,50.0,19.0,26.0,73.1,3.0,6.0,50.0,-0.3,3.0,2.0,0.0,0.0,3.0,28.0,6.0,2.0,0.0,11.0,1.0,7.0,2.0,2.0,0.0,0.0,23.0,4.0,7.0,7.0,24.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,4.29,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,14.0,2.0,14.3,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0,27.0,14.0,0.0,36.0,2.0,4.0,50.0,2.0,0.0,28.0,161.0,89.0,37.0,28.0,75.7,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0,20/21,nicolas de preville,nicolas,preville,n,Forward
Nicolas de Préville,4950000.0,France,Centre-Forward,Bordeaux,1991-01-08,29,24.0,23.0,1995.0,6.0,4.0,1.0,1.0,4.0,0.0,0.27,0.18,0.45,0.23,0.41,4.7,4.0,4.5,0.21,0.2,0.41,0.18,0.38,22.2,44.0,19.0,12.0,43.2,1.98,0.86,0.11,0.26,0.09,1.3,1.0,693.0,963.0,72.0,12885.0,2881.0,9.0,44.0,20.5,541.0,645.0,83.9,143.0,274.0,52.2,-0.5,47.0,53.0,17.0,5.0,90.0,820.0,143.0,48.0,2.0,235.0,49.0,131.0,77.0,31.0,32.0,9.0,576.0,153.0,234.0,127.0,759.0,33.0,6.0,10.0,6.0,28.0,25.0,29.0,88.0,3.97,44.0,22.0,6.0,5.0,11.0,11.0,0.5,5.0,2.0,2.0,2.0,0.0,0.0,37.0,25.0,10.0,20.0,7.0,10.0,43.0,23.3,33.0,433.0,111.0,25.6,34.0,244.0,155.0,21.0,4.0,0.0,17.0,6.0,21.0,0.0,1335.0,22.0,117.0,795.0,555.0,65.0,1195.0,34.0,74.0,45.9,43.0,3.0,912.0,7050.0,3849.0,1218.0,954.0,78.3,67.0,83.0,0.0,47.0,67.0,2.0,0.0,0.0,0.0,132.0,40.0,42.0,48.8,19/20,nicolas de preville,nicolas,preville,n,Midfielder
Nicolas de Préville,4950000.0,France,Centre-Forward,Bordeaux,1991-01-08,29,23.0,14.0,1271.0,3.0,3.0,0.0,0.0,5.0,0.0,0.21,0.21,0.42,0.21,0.42,2.9,2.9,2.1,0.21,0.15,0.35,0.21,0.35,14.1,31.0,11.0,5.0,35.5,2.2,0.78,0.1,0.27,0.09,0.1,0.1,337.0,504.0,66.9,6200.0,1729.0,9.0,29.0,31.0,254.0,321.0,79.1,74.0,154.0,48.1,0.9,21.0,31.0,9.0,1.0,50.0,447.0,57.0,21.0,1.0,128.0,34.0,75.0,30.0,16.0,3.0,0.0,290.0,79.0,135.0,89.0,369.0,19.0,5.0,6.0,3.0,15.0,10.0,24.0,42.0,2.97,22.0,10.0,3.0,4.0,3.0,5.0,0.35,2.0,1.0,1.0,1.0,0.0,0.0,29.0,20.0,8.0,14.0,7.0,7.0,33.0,21.2,26.0,319.0,78.0,24.5,70.0,169.0,80.0,25.0,1.0,0.0,24.0,11.0,22.0,0.0,757.0,23.0,106.0,389.0,341.0,46.0,706.0,30.0,58.0,51.7,36.0,1.0,553.0,4585.0,2459.0,668.0,509.0,76.2,40.0,45.0,0.0,44.0,36.0,4.0,0.0,1.0,0.0,100.0,24.0,20.0,54.5,18/19,nicolas de preville,nicolas,preville,n,Forward
Nicolas de Préville,4950000.0,France,Centre-Forward,Bordeaux,1991-01-08,29,29.0,22.0,1934.0,4.0,4.0,0.0,1.0,6.0,0.0,0.19,0.19,0.37,0.19,0.37,5.6,4.8,3.7,0.26,0.17,0.43,0.22,0.4,21.5,62.0,14.0,4.0,22.6,2.89,0.65,0.06,0.29,0.08,-1.6,-0.8,490.0,702.0,69.8,8488.0,2149.0,14.0,36.0,38.9,395.0,526.0,75.1,81.0,140.0,57.9,0.3,28.0,27.0,19.0,5.0,61.0,651.0,51.0,7.0,3.0,116.0,37.0,60.0,22.0,0.0,0.0,0.0,485.0,87.0,130.0,96.0,528.0,48.0,10.0,15.0,3.0,22.0,14.0,33.0,50.0,2.32,27.0,8.0,8.0,6.0,1.0,7.0,0.32,4.0,0.0,2.0,1.0,0.0,0.0,33.0,25.0,13.0,13.0,7.0,8.0,29.0,27.6,21.0,345.0,84.0,24.3,56.0,166.0,123.0,28.0,4.0,1.0,24.0,20.0,10.0,0.0,1058.0,15.0,123.0,462.0,563.0,98.0,1005.0,41.0,84.0,48.8,50.0,1.0,770.0,6093.0,3394.0,998.0,743.0,74.4,61.0,62.0,0.0,49.0,37.0,6.0,0.0,0.0,0.0,121.0,7.0,23.0,23.3,17/18,nicolas de preville,nicolas,preville,n,Forward
Nicolas de Préville,4950000.0,France,Centre-Forward,Lille,1991-01-08,29,4.0,3.0,285.0,2.0,1.0,1.0,1.0,0.0,0.0,0.63,0.32,0.95,0.32,0.63,2.1,1.3,0.2,0.65,0.06,0.71,0.41,0.47,3.2,11.0,2.0,0.0,18.2,3.47,0.63,0.09,0.5,0.12,-0.1,-0.3,44.0,67.0,65.7,624.0,106.0,6.0,13.0,46.2,33.0,42.0,78.6,5.0,12.0,41.7,0.8,4.0,2.0,2.0,0.0,4.0,62.0,5.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,48.0,9.0,10.0,8.0,51.0,4.0,0.0,3.0,1.0,2.0,4.0,4.0,6.0,1.88,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,43.0,16.0,37.2,1.0,17.0,25.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,112.0,4.0,9.0,52.0,58.0,22.0,106.0,0.0,2.0,0.0,1.0,0.0,70.0,461.0,198.0,132.0,76.0,57.6,4.0,9.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,14.0,2.0,2.0,50.0,17/18,nicolas de preville,nicolas,preville,n,Forward
Nikola Kalinić,4950000.0,Croatia,Centre-Forward,Roma,1988-01-05,32,15.0,6.0,571.0,5.0,1.0,0.0,0.0,1.0,0.0,0.79,0.16,0.95,0.79,0.95,4.6,4.6,1.0,0.73,0.16,0.89,0.73,0.89,6.3,18.0,8.0,0.0,44.4,2.84,1.26,0.28,0.63,0.26,0.4,0.4,103.0,135.0,76.3,1493.0,204.0,7.0,11.0,63.6,86.0,109.0,78.9,10.0,15.0,66.7,0.0,7.0,3.0,3.0,0.0,7.0,126.0,9.0,1.0,1.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,101.0,22.0,12.0,5.0,110.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,13.0,2.05,11.0,0.0,0.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,17.0,32.7,2.0,18.0,32.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,192.0,1.0,4.0,78.0,114.0,38.0,184.0,1.0,2.0,50.0,1.0,0.0,118.0,564.0,212.0,265.0,158.0,59.6,14.0,8.0,0.0,8.0,19.0,2.0,0.0,0.0,0.0,19.0,17.0,15.0,53.1,19/20,nikola kalinic,nikola,kalinic,n,Forward
Nikola Kalinić,4950000.0,Croatia,Centre-Forward,Atlético Madrid,1988-01-05,32,17.0,7.0,642.0,2.0,0.0,0.0,0.0,3.0,0.0,0.28,0.0,0.28,0.28,0.28,1.5,1.5,0.2,0.21,0.02,0.23,0.21,0.23,7.1,9.0,5.0,0.0,55.6,1.26,0.7,0.22,0.4,0.16,0.5,0.5,60.0,104.0,57.7,709.0,100.0,5.0,12.0,41.7,52.0,87.0,59.8,3.0,5.0,60.0,-0.2,3.0,2.0,2.0,0.0,3.0,103.0,1.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,28.0,10.0,13.0,62.0,13.0,0.0,7.0,1.0,0.0,8.0,6.0,8.0,1.12,6.0,0.0,1.0,1.0,0.0,2.0,0.28,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,127.0,28.0,22.0,13.0,57.0,57.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,167.0,1.0,12.0,65.0,95.0,35.0,166.0,4.0,8.0,50.0,4.0,1.0,106.0,503.0,181.0,324.0,127.0,39.2,26.0,4.0,0.0,14.0,9.0,3.0,0.0,0.0,0.0,22.0,16.0,15.0,51.6,18/19,nikola kalinic,nikola,kalinic,n,Forward
Nikola Kalinić,4950000.0,Croatia,Centre-Forward,Milan,1988-01-05,32,31.0,20.0,1812.0,6.0,3.0,0.0,0.0,3.0,0.0,0.3,0.15,0.45,0.3,0.45,9.1,9.1,2.0,0.45,0.1,0.55,0.45,0.55,20.1,53.0,23.0,0.0,43.4,2.63,1.14,0.11,0.26,0.17,-3.1,-3.1,295.0,366.0,80.6,4135.0,515.0,11.0,23.0,47.8,260.0,309.0,84.1,24.0,34.0,70.6,1.0,34.0,17.0,8.0,0.0,19.0,329.0,37.0,1.0,1.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,256.0,68.0,42.0,11.0,301.0,21.0,1.0,14.0,0.0,5.0,7.0,14.0,63.0,3.13,47.0,0.0,1.0,6.0,9.0,10.0,0.5,6.0,0.0,0.0,1.0,3.0,0.0,5.0,3.0,1.0,2.0,2.0,0.0,12.0,0.0,12.0,276.0,72.0,26.1,8.0,107.0,161.0,10.0,4.0,0.0,6.0,3.0,9.0,0.0,556.0,14.0,43.0,270.0,270.0,117.0,520.0,5.0,13.0,38.5,7.0,1.0,373.0,1892.0,778.0,815.0,412.0,50.6,45.0,25.0,0.0,41.0,46.0,18.0,2.0,0.0,0.0,70.0,33.0,54.0,37.9,17/18,nikola kalinic,nikola,kalinic,n,Forward
Paul Dummett,4950000.0,Wales,Centre-Back,Newcastle Utd,1991-09-26,28,16.0,14.0,1228.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01,13.6,1.0,1.0,0.0,100.0,0.07,0.07,0.0,0.0,0.05,-0.1,-0.1,358.0,502.0,71.3,6793.0,3372.0,3.0,14.0,21.4,283.0,330.0,85.8,72.0,158.0,45.6,-0.1,4.0,46.0,4.0,3.0,48.0,450.0,52.0,11.0,0.0,104.0,11.0,15.0,0.0,0.0,0.0,0.0,262.0,71.0,169.0,382.0,30.0,29.0,41.0,3.0,2.0,12.0,6.0,16.0,6.0,0.44,5.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,18.0,6.0,4.0,12.0,20.0,60.0,8.0,163.0,40.0,24.5,97.0,58.0,8.0,42.0,10.0,0.0,32.0,19.0,72.0,0.0,663.0,92.0,337.0,264.0,86.0,6.0,613.0,1.0,3.0,33.3,1.0,0.0,327.0,1291.0,647.0,358.0,335.0,93.6,3.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,121.0,35.0,23.0,60.3,19/20,paul dummett,paul,dummett,p,Defender
Paul Dummett,4950000.0,Wales,Centre-Back,Newcastle Utd,1991-09-26,28,26.0,21.0,1990.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.01,0.03,0.04,0.01,0.04,22.1,8.0,1.0,0.0,12.5,0.36,0.05,0.0,0.0,0.03,-0.2,-0.2,639.0,884.0,72.3,12842.0,6676.0,6.0,21.0,28.6,472.0,572.0,82.5,161.0,291.0,55.3,-0.8,5.0,75.0,12.0,4.0,104.0,760.0,124.0,14.0,1.0,122.0,15.0,33.0,3.0,0.0,0.0,0.0,462.0,124.0,298.0,642.0,37.0,77.0,107.0,1.0,1.0,16.0,15.0,23.0,17.0,0.77,16.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,38.0,16.0,26.0,11.0,1.0,19.0,42.0,45.2,23.0,277.0,62.0,22.4,192.0,76.0,9.0,46.0,13.0,1.0,33.0,36.0,129.0,1.0,1140.0,113.0,529.0,487.0,164.0,8.0,1018.0,2.0,3.0,66.7,3.0,0.0,544.0,2052.0,1122.0,570.0,537.0,94.2,4.0,2.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,222.0,44.0,20.0,68.8,18/19,paul dummett,paul,dummett,p,Defender
Paul Dummett,4950000.0,Wales,Centre-Back,Newcastle Utd,1991-09-26,28,20.0,19.0,1602.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,17.8,4.0,1.0,0.0,25.0,0.22,0.06,0.0,0.0,0.05,-0.2,-0.2,509.0,746.0,68.2,9705.0,5033.0,4.0,30.0,13.3,404.0,488.0,82.8,101.0,228.0,44.3,-0.4,6.0,52.0,9.0,3.0,90.0,617.0,129.0,3.0,0.0,119.0,11.0,22.0,1.0,0.0,0.0,0.0,329.0,92.0,325.0,493.0,28.0,80.0,125.0,1.0,3.0,16.0,10.0,31.0,13.0,0.73,12.0,0.0,0.0,1.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,19.0,4.0,0.0,10.0,22.0,45.5,12.0,170.0,44.0,25.9,103.0,52.0,15.0,51.0,13.0,0.0,38.0,28.0,86.0,0.0,934.0,94.0,408.0,386.0,176.0,4.0,807.0,0.0,0.0,0.0,0.0,0.0,394.0,1728.0,790.0,415.0,398.0,95.9,3.0,2.0,0.0,8.0,12.0,0.0,0.0,1.0,0.0,203.0,41.0,23.0,64.1,17/18,paul dummett,paul,dummett,p,Defender
Pedro Obiang,4950000.0,Equatorial Guinea,Central Midfield,Sassuolo,1992-03-27,28,25.0,18.0,1674.0,1.0,1.0,0.0,0.0,10.0,0.0,0.05,0.05,0.11,0.05,0.11,1.4,1.4,0.5,0.08,0.03,0.1,0.08,0.1,18.6,22.0,7.0,0.0,31.8,1.18,0.38,0.05,0.14,0.06,-0.4,-0.4,981.0,1103.0,88.9,16487.0,4066.0,19.0,33.0,57.6,818.0,882.0,92.7,144.0,188.0,76.6,0.5,12.0,73.0,13.0,1.0,81.0,1068.0,35.0,32.0,1.0,193.0,16.0,6.0,0.0,0.0,0.0,0.0,874.0,116.0,113.0,125.0,922.0,33.0,3.0,7.0,4.0,13.0,16.0,13.0,30.0,1.61,25.0,0.0,1.0,3.0,1.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0,46.0,31.0,18.0,19.0,9.0,20.0,40.0,50.0,20.0,354.0,118.0,33.3,125.0,171.0,58.0,36.0,11.0,0.0,25.0,21.0,30.0,2.0,1289.0,65.0,304.0,792.0,269.0,24.0,1256.0,19.0,23.0,82.6,20.0,0.0,895.0,3991.0,2012.0,994.0,930.0,93.6,12.0,12.0,0.0,35.0,20.0,1.0,0.0,2.0,1.0,185.0,20.0,26.0,43.5,19/20,pedro obiang,pedro,obiang,p,Midfielder
Pedro Obiang,4950000.0,Equatorial Guinea,Central Midfield,West Ham,1992-03-27,28,24.0,12.0,1128.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.4,0.06,0.03,0.09,0.06,0.09,12.5,16.0,1.0,0.0,6.3,1.28,0.08,0.0,0.0,0.04,-0.7,-0.7,434.0,549.0,79.1,8134.0,2245.0,5.0,14.0,35.7,335.0,403.0,83.1,94.0,132.0,71.2,0.6,4.0,47.0,4.0,1.0,51.0,537.0,12.0,11.0,0.0,87.0,26.0,7.0,0.0,0.0,0.0,0.0,377.0,75.0,97.0,79.0,433.0,22.0,1.0,4.0,2.0,12.0,12.0,12.0,16.0,1.28,15.0,0.0,0.0,1.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0,39.0,25.0,23.0,14.0,2.0,15.0,42.0,35.7,27.0,350.0,83.0,23.7,127.0,179.0,44.0,25.0,7.0,0.0,18.0,14.0,16.0,0.0,680.0,28.0,157.0,406.0,151.0,11.0,671.0,8.0,9.0,88.9,9.0,0.0,476.0,1912.0,779.0,505.0,448.0,88.7,9.0,11.0,0.0,15.0,11.0,2.0,0.0,0.0,0.0,107.0,14.0,10.0,58.3,18/19,pedro obiang,pedro,obiang,p,Midfielder
